"total_cup_points","species","country_of_origin","region","harvest_year","grading_date","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","color"
80,"Arabica","Mexico","san miguel del puerto","2012","September 4th, 2012",7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,"Green"
79.92,"Arabica","Colombia","huila","2015","April 23rd, 2015",7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,"Green"
79.92,"Arabica","United States (Hawaii)","kona","2014","May 12th, 2014",7.5,7,7,6.92,7.33,7.17,10,10,10,7,"Green"
79.92,"Arabica","Mexico","chiapas","2013","March 29th, 2013",7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,"Green"
79.92,"Arabica","Mexico","motozintla, chiapas","2012","September 11th, 2012",7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,"Green"
79.92,"Arabica","Mexico","jaltenango","2012","July 26th, 2012",7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,"Green"
79.92,"Arabica","Mexico","coatepec","2012","July 11th, 2012",7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,"Green"
79.92,"Arabica","Mexico","veracruz","2012","July 11th, 2012",7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,"Green"
79.83,"Arabica","Guatemala","san marcos","2017","August 22nd, 2017",7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,"Green"
79.83,"Arabica","Nicaragua","jinotega","2014","March 30th, 2015",6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,"Green"
79.83,"Arabica","Mexico","veracruz","2012","July 11th, 2012",7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,"Green"
79.83,"Arabica","United States (Hawaii)","kona","2012","April 5th, 2012",7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,"Blue-Green"
79.75,"Arabica","Guatemala","oriente","2016","June 22nd, 2017",7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,"Green"
79.75,"Arabica","Taiwan","baihe dist., tainan city 臺南市白河區","2013","July 28th, 2014",7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,"Blue-Green"
79.75,"Arabica","Thailand","thailand","2013","June 16th, 2014",7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,"Green"
79.75,"Arabica","Peru","huanuco","2013","January 23rd, 2014",7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,"Green"
79.75,"Arabica","Costa Rica","brunca","2013","September 23rd, 2013",7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,"Bluish-Green"
79.75,"Arabica","Mexico","la concordia, chiapas","2013","March 29th, 2013",7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,"Green"
79.75,"Arabica","Mexico","chiapas","2013","March 29th, 2013",7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,"Green"
79.75,"Arabica","Mexico","chiapas","2013","March 29th, 2013",7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,"Green"
79.75,"Arabica","Mexico","zaragoza itundujia","2012","September 14th, 2012",7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,"None"
79.75,"Arabica","Mexico","pochutla","2012","September 4th, 2012",7.33,7.25,7,7.08,7.08,7,10,10,10,7,"Green"
79.75,"Arabica","Guatemala","antigua","2012","July 23rd, 2012",7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,"Green"
79.67,"Arabica","Guatemala","oriente","2016","June 22nd, 2017",7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,"Green"
79.67,"Arabica","El Salvador","cacahuatique","2016","March 23rd, 2017",7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,"Bluish-Green"
79.67,"Arabica","Thailand","thailand","2013","June 16th, 2014",6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,"Blue-Green"
79.67,"Arabica","Guatemala","oriente","2013","June 27th, 2013",7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,"Green"
79.67,"Arabica","Mexico","la concordia, chiapas","2013","March 29th, 2013",7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,"Green"
79.67,"Arabica","Mexico","tenango de doria, hidalgo","2012","September 27th, 2012",7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,"None"
79.58,"Arabica","Mexico","tepetzingo","2012","September 17th, 2012",7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,"None"
79.58,"Arabica","Mexico","la concordia","2012","August 30th, 2012",7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,"Green"
79.5,"Arabica","Nicaragua","jinotega","2015","July 6th, 2015",6.92,6.92,7,7.42,7.25,7,10,10,10,7,"Green"
79.5,"Arabica","Colombia","cundinamarca","2013","June 21st, 2013",7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,"Green"
79.5,"Arabica","Mexico","la concordia","2012","August 1st, 2012",7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,"Green"
79.5,"Arabica","Mexico","coatepec, coatepec","2012","July 11th, 2012",7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,"Bluish-Green"
79.42,"Arabica","Guatemala","oriente","2013","May 13th, 2014",7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,"Green"
79.42,"Arabica","Guatemala","oriente","2014","March 31st, 2014",7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,"Green"
79.42,"Arabica","Mexico","xicotepec de juarez","2012","September 11th, 2012",7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,"Green"
79.33,"Arabica","Cote d?Ivoire","cnra station of divo","2016","June 6th, 2017",7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,"Bluish-Green"
79.33,"Arabica","Colombia","pereira","2013","January 8th, 2014",7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,"Green"
79.33,"Arabica","Mexico","zentla","2012","September 17th, 2012",7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,"None"
79.33,"Arabica","Mexico","zentla","2012","September 10th, 2012",7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,"Green"
79.33,"Arabica","Guatemala","oriente","2012","January 13th, 2012",7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,"Green"
79.25,"Arabica","Taiwan","natou county","2014","November 7th, 2014",7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,"Blue-Green"
79.25,"Arabica","Mexico","veracruz","2012","September 10th, 2012",7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,"Green"
79.17,"Arabica","Guatemala","santa rosa","2017","August 22nd, 2017",7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,"Green"
79.17,"Arabica","Honduras","ocotepeque","2017","July 27th, 2017",7.58,7,6.75,6.92,7,6.92,10,10,10,7,"Green"
79.17,"Arabica","Guatemala","occidente","2016","May 23rd, 2016",7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,"Green"
79.17,"Arabica","Guatemala","nuevo oriente","2015","June 30th, 2015",7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,"Green"
79.17,"Arabica","Costa Rica","san rafael","2012","December 10th, 2013",7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,"None"
79.17,"Arabica","Mexico","zaragoza itundujia","2012","September 13th, 2012",7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,"None"
79.17,"Arabica","Mexico","yajalon","2012","August 30th, 2012",7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,"Green"
79.08,"Arabica","Guatemala","san marcos","2017","August 23rd, 2017",7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,"Green"
79.08,"Arabica","United States (Puerto Rico)","yauco region","2013","June 9th, 2014",7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,"Green"
79.08,"Arabica","Mexico","zaragoza itundujia","2012","September 13th, 2012",7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,"None"
79.08,"Arabica","Mexico","tlacuilotepec","2012","September 12th, 2012",7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,"Green"
79.08,"Arabica","Mexico","talpa de allende","2012","July 3rd, 2012",7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,"Bluish-Green"
79,"Arabica","Guatemala","oriente","2014","September 11th, 2014",7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,"Green"
79,"Arabica","Honduras","intibuca","2014","April 26th, 2014",7,7,7,7,7,7,10,10,10,7,"Green"
79,"Arabica","Mexico","iliatenco, guerrero","2012","September 17th, 2012",6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,"None"
79,"Arabica","Mexico","zaragoza itundujia","2012","September 12th, 2012",7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,"Green"
79,"Arabica","Mexico","amatenango de la frontera","2012","August 30th, 2012",7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,"Green"
78.92,"Arabica","Mexico","la concordia, chiapas","2013","March 12th, 2013",7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,"Green"
78.92,"Arabica","Mexico","zaragoza itundujia","2012","September 17th, 2012",7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,"None"
78.83,"Arabica","Nicaragua","jalapa","2016","May 22nd, 2017",7.17,7,6.92,7,7,7,10,10,10,6.75,"Green"
78.75,"Arabica","United States (Hawaii)","kona","2013","January 17th, 2014",7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,"Green"
78.75,"Arabica","Guatemala","oriente","2013","July 5th, 2013",7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,"Green"
78.75,"Arabica","Mexico","veracruz","2012","August 1st, 2012",7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,"Green"
78.75,"Arabica","Mexico","veracruz","2012","July 16th, 2012",7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,"None"
78.67,"Arabica","China","yunnan","2013","April 26th, 2014",7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,"Green"
78.67,"Arabica","Mexico","yecuatla","2012","September 17th, 2012",6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,"None"
78.58,"Arabica","Nicaragua","nueva segovia","2016","February 17th, 2016",7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,"Green"
78.58,"Arabica","Nicaragua",NA,"2014","March 28th, 2015",6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,"Green"
78.58,"Arabica","Guatemala","oriente","2014","September 4th, 2014",7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,"Green"
78.58,"Arabica","Taiwan","dongshan dist., tainan city 臺南市東山區","2013","July 22nd, 2014",6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,"Green"
78.58,"Arabica","Mexico","tapachula","2012","July 26th, 2012",7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,"Green"
78.5,"Arabica","Mexico","sierra, chiapas","2014","April 26th, 2014",7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,"Green"
78.5,"Arabica","Mexico","villa talea de castro","2012","September 14th, 2012",7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,"None"
78.5,"Arabica","Mexico","los angeles","2012","July 26th, 2012",7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,"Green"
78.42,"Arabica","Brazil","monte carmelo","2014/2015","December 16th, 2014",6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,"Green"
78.42,"Arabica","Mexico","zaragoza itundujia","2012","September 14th, 2012",7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,"None"
78.33,"Arabica","United States (Hawaii)","kona","2014","March 19th, 2014",7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,"Bluish-Green"
78.33,"Arabica","Guatemala","oriente","2014","February 27th, 2014",7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,"Green"
78.33,"Arabica","Guatemala","oriente","2012","February 7th, 2013",7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,"Green"
78.33,"Arabica","Mexico","xochitonalco, huautla","2012","September 11th, 2012",7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,"Green"
78.33,"Arabica","Guatemala","oriente","2012","January 13th, 2012",7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,"Green"
78.25,"Arabica","United States (Hawaii)","kona","2014","January 20th, 2015",7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,"Green"
78.25,"Arabica","United States (Hawaii)","kona","2012","May 24th, 2012",7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,"Green"
78.08,"Arabica","Mexico","cordoba","2012","July 11th, 2012",7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,"Green"
78,"Arabica","Taiwan","台南市東山區( dongshan dist., tainan city)","2016","June 6th, 2017",7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,"Green"
78,"Arabica","Honduras","intibuca","2014","May 15th, 2014",6.83,7,6.67,7,7,6.83,10,10,10,6.67,"Green"
78,"Arabica","United States (Hawaii)","kona","2014","March 18th, 2014",7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,"Green"
78,"Arabica","Guatemala","oriente","2014","February 7th, 2014",7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,"Green"
78,"Arabica","China","yunnan","2013","September 5th, 2013",7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,"Green"
78,"Arabica","Guatemala","oriente","2013","April 29th, 2013",7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,"Green"
78,"Arabica","Mexico","motozintla, chiapas","2012","September 11th, 2012",7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,"Green"
78,"Arabica","Colombia",NA,NA,"December 1st, 2011",7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,"Green"
77.92,"Arabica","Costa Rica","occidental","2014","February 3rd, 2015",7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,"Green"
77.92,"Arabica","Mexico","petatlan","2012","July 26th, 2012",7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,"Green"
77.92,"Arabica","Guatemala","oriente","2012","January 13th, 2012",7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,"Green"
77.83,"Arabica","Nicaragua","jinotega","2016","February 29th, 2016",7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,"Bluish-Green"
77.83,"Arabica","Guatemala","oriente","2013","February 7th, 2013",7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,"Green"
77.67,"Arabica","Taiwan","dongshan dist., tainan city 臺南市東山區","2012","May 29th, 2013",7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,"Bluish-Green"
77.58,"Arabica","United States (Hawaii)","kona","2013","May 3rd, 2013",7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,"Green"
77.5,"Arabica","Mexico","coatepec","2012","September 17th, 2012",7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,"Green"
77.42,"Arabica","Guatemala","oriente","2013","January 29th, 2013",7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,"Green"
77.33,"Arabica","Brazil","south of minas","2017 / 2018","October 20th, 2017",7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,"Green"
77.33,"Arabica","Guatemala","oriente","2014","April 8th, 2014",7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,"Green"
77.33,"Arabica","Mexico","zaragoza itundujia","2012","September 13th, 2012",7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,"None"
77.25,"Arabica","United States (Hawaii)","kona","2013","January 27th, 2014",7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,"Green"
77.17,"Arabica","Mexico","motozintla, chiapas","2012","September 11th, 2012",7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,"Green"
77,"Arabica","Peru","san ignacio","2014","June 16th, 2015",7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,"Green"
76.83,"Arabica","India","chickmangalore","2016","January 16th, 2017",7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,"Green"
76.5,"Arabica","Guatemala","oriente","2012","January 3rd, 2012",6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,"None"
76.42,"Arabica","Mexico","coatepec","2012","July 26th, 2012",7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,"Green"
76.33,"Arabica","Guatemala","oriente","2012","April 30th, 2012",7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,"Green"
76.25,"Arabica","United States (Hawaii)","kona","2014","March 18th, 2014",7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,"Green"
76.17,"Arabica","United States (Hawaii)","kona","2013","January 20th, 2014",7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,"Bluish-Green"
76.17,"Arabica","Mexico","zaragoza itundujia","2012","September 17th, 2012",7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,"None"
76.17,"Arabica","Indonesia","indonesia","2011","January 18th, 2012",7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,"None"
76.08,"Arabica","Mexico","tepictla","2012","September 10th, 2012",7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,"Green"
76,"Arabica","Honduras","intibuca","2014","May 15th, 2014",6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,"Green"
75.83,"Arabica","Philippines","benguet, mountain province","2012","May 14th, 2013",6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,"Green"
75.67,"Arabica","Brazil","monte carmelo","2017 / 2018","October 27th, 2017",7.17,7,6.83,7.5,7.17,7,8,8,10,7,"Green"
75.58,"Arabica","Guatemala","oriente","2012","July 9th, 2012",7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,"Green"
75.5,"Arabica","Mexico","tlacuilotepec","2012","September 12th, 2012",7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,"Green"
75.17,"Arabica","Mexico","ocosingo","2012","September 12th, 2012",7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,"Green"
75.17,"Arabica","Mexico","huautla de jimenez","2012","March 5th, 2012",7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,"Bluish-Green"
75,"Arabica","Mexico","menglian","2012","July 11th, 2012",7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,"Green"
74.92,"Arabica","Mexico","zaragoza itundujia","2012","September 13th, 2012",7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,"None"
74.83,"Arabica","Mexico","coatepec","2012","August 1st, 2012",7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,"Green"
74.67,"Arabica","Mexico","chiapas","2013","March 29th, 2013",7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,"Green"
74.42,"Arabica","United States (Hawaii)","kona","2014","March 13th, 2014",7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,"Blue-Green"
74.33,"Arabica","Guatemala","oriente","2013","June 6th, 2013",6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,"Green"
74.33,"Arabica","Mexico","chocaman, veracruz","2012","September 10th, 2012",7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,"Green"
74,"Arabica","Mexico","xalapa","2012","September 17th, 2012",6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,"None"
73.83,"Arabica","Mexico","coatepec","2012","August 1st, 2012",7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,"Green"
73.5,"Arabica","Brazil","campos altos - cerrado","2016","December 28th, 2015",7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,"Green"
73.42,"Arabica","Honduras","intibuca","2014","April 26th, 2014",7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,"Green"
72.83,"Arabica","Colombia",NA,"2013","March 3rd, 2014",8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,"Bluish-Green"
72.58,"Arabica","United States (Hawaii)","kona","2014","March 10th, 2014",6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,"Green"
71.75,"Arabica","Costa Rica","occidental","2014","February 3rd, 2015",6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,"Green"
71.08,"Arabica","Mexico","tlatlauquitepec","2012","September 10th, 2012",6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,"Green"
71,"Arabica","Mexico","veracruz","2012","July 11th, 2012",6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,"Green"
70.75,"Arabica","Mexico","sierra norte yajalon, chiapas","2014","May 5th, 2014",6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,"Green"
70.67,"Arabica","Brazil","cerrado","2017 / 2018","October 27th, 2017",7,7,6.83,7,7.33,6.83,6,6,10,6.67,"Green"
69.33,"Arabica","Honduras","marcala","2014","May 15th, 2014",6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,"Green"
69.17,"Arabica","Honduras","marcala","2014","May 15th, 2014",7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,"Green"
69.17,"Arabica","Honduras","marcala","2014","May 15th, 2014",7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,"Green"
68.33,"Arabica","Mexico","juchique de ferrer","2012","September 17th, 2012",7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,"None"
67.92,"Arabica","Haiti","department d'artibonite , haiti","2012","May 24th, 2012",6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,"Blue-Green"
63.08,"Arabica","Nicaragua","jalapa","2016","June 6th, 2017",7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,"Green"
59.83,"Arabica","Guatemala","nuevo oriente","2012","May 24th, 2012",7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,"Green"
83.75,"Robusta","Uganda","sheema south western","2013","June 26th, 2014",7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,8,"Green"
83.25,"Robusta","India","chikmagalur","2015","April 30th, 2015",7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,8,"Green"
83,"Robusta","Uganda","central","2013","July 14th, 2014",8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,8.08,"Green"
83,"Robusta","Uganda","luwero central region","2013","June 26th, 2014",8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,7.67,"Green"
82.75,"Robusta","India","chikmagalur","2012","February 29th, 2012",8,7.92,7.67,8,7.75,7.92,10,10,7.75,7.75,"Green"
82.58,"Robusta","India","chikmagalur","2014","May 15th, 2014",7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,7.83,"Green"
82.5,"Robusta","India","chikmagalur karnataka india","2017","October 25th, 2017",7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,7.92,"Bluish-Green"
82.5,"Robusta","India","chikmagalur karnataka","2015","August 17th, 2016",7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,7.92,"Green"
82.42,"Robusta","Uganda","western","2014","August 5th, 2014",7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,7.83,"Green"
81.75,"Robusta","Uganda","iganga namadrope eastern","2014","June 26th, 2014",7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,7.83,"Green"
81.58,"Robusta","India","chikmagalur karnataka","2015","August 23rd, 2016",7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,7.75,"Green"
81.58,"Robusta","India","chikmagalur","2014","May 19th, 2014",7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,8.33,"Green"
81.5,"Robusta","Uganda","eastern","2013","July 14th, 2014",8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,7.67,"Green"
81.5,"Robusta","Uganda","south western","2014","July 14th, 2014",8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,7.75,"Green"
81.42,"Robusta","India","chikmagalur","2015","April 30th, 2015",7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,7.83,"Green"
81.25,"Robusta","India","chikmagalur","2013","June 3rd, 2013",7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,7.83,"Blue-Green"
80.92,"Robusta","Uganda","western","2013","June 27th, 2014",7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,7.58,"Green"
80.58,"Robusta","Uganda","western","2013","June 27th, 2014",7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,7.42,"Green"
80.5,"Robusta","Uganda","southern","2013","June 27th, 2014",7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,7.5,"Green"
80.17,"Robusta","India","chikmagalur","2014","May 19th, 2014",7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,7.5,"Bluish-Green"
80.17,"Robusta","India","chikmagalur","2013","June 20th, 2013",7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,7.58,"Green"
79.33,"Robusta","United States","chikmagalur","2012","February 29th, 2012",7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,7.33,"Green"
78.75,"Robusta","Ecuador","san juan, playas","2016","January 19th, 2016",7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,7.83,"Blue-Green"
78.08,"Robusta","Ecuador","san juan, playas","2016","January 19th, 2016",7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,8.58,"Blue-Green"
75.08,"Robusta","India",NA,"2013","August 25th, 2014",7.42,6.83,6.75,7.17,7.25,7,9.33,9.33,7.08,6.92,"Green"
73.75,"Robusta","Vietnam",NA,"2013","August 25th, 2014",6.75,6.67,6.5,6.83,6.92,6.83,9.33,9.33,6.67,7.92,"None"
